timestamp,event_type,severity
1868.80,near_miss,N/A
1868.90,near_miss,N/A
1869.00,near_miss,N/A
1869.10,near_miss,N/A
1869.20,near_miss,N/A
1869.30,near_miss,N/A
1869.40,near_miss,N/A
1869.50,near_miss,N/A
1869.60,near_miss,N/A
1869.70,near_miss,N/A
1869.80,near_miss,N/A
1869.90,near_miss,N/A
1870.00,near_miss,N/A
1870.10,near_miss,N/A
1870.20,near_miss,N/A
1870.30,near_miss,N/A
1870.40,near_miss,N/A
1870.50,near_miss,N/A
1870.60,near_miss,N/A
1870.70,near_miss,N/A
1870.80,near_miss,N/A
1870.90,near_miss,N/A
1871.00,near_miss,N/A
1871.10,near_miss,N/A
1871.20,near_miss,N/A
1871.30,near_miss,N/A
1871.40,near_miss,N/A
1871.50,near_miss,N/A
1871.60,near_miss,N/A
1910.60,near_miss,N/A
1910.70,near_miss,N/A
1910.80,near_miss,N/A
1910.90,near_miss,N/A
1911.00,near_miss,N/A
1911.10,near_miss,N/A
1911.20,near_miss,N/A
1911.30,near_miss,N/A
1911.40,near_miss,N/A
1911.50,near_miss,N/A
1911.60,near_miss,N/A
1911.70,near_miss,N/A
1911.80,near_miss,N/A
1911.90,near_miss,N/A
1912.00,near_miss,N/A
1912.10,near_miss,N/A
1912.20,near_miss,N/A
1912.30,near_miss,N/A
1912.40,near_miss,N/A
1912.50,near_miss,N/A
1912.60,near_miss,N/A
1912.70,near_miss,N/A
1912.80,near_miss,N/A
1912.90,near_miss,N/A
1913.00,near_miss,N/A
1913.10,near_miss,N/A
1913.20,near_miss,N/A
1968.10,collision,1.0
1968.20,collision,1.0
1968.30,collision,1.0
1968.40,collision,1.0
1968.50,collision,1.0
1968.60,collision,1.0
1968.70,collision,1.0
1968.80,collision,1.0
1968.90,collision,1.0
1969.00,collision,1.0
1969.10,collision,1.0
1969.20,collision,1.0
1969.30,collision,1.0
1969.40,collision,1.0
1969.50,collision,1.0
1969.60,collision,1.0
1969.70,collision,1.0
1969.80,collision,1.0
1969.90,collision,1.0
1970.00,collision,1.0
1975.40,near_miss,N/A
1975.50,near_miss,N/A
1975.60,near_miss,N/A
1975.70,near_miss,N/A
1975.80,near_miss,N/A
1975.90,near_miss,N/A
1976.00,near_miss,N/A
1976.10,near_miss,N/A
1976.20,near_miss,N/A
1976.30,near_miss,N/A
1976.40,near_miss,N/A
1976.50,near_miss,N/A
1976.60,near_miss,N/A
1976.70,near_miss,N/A
1976.80,near_miss,N/A
1976.90,near_miss,N/A
1977.00,near_miss,N/A
1977.10,near_miss,N/A
1977.20,near_miss,N/A
1977.30,near_miss,N/A
1977.40,near_miss,N/A
1977.50,near_miss,N/A
1977.60,near_miss,N/A
1977.70,near_miss,N/A
1977.80,near_miss,N/A
1977.90,near_miss,N/A
1978.00,near_miss,N/A
1978.10,near_miss,N/A
1978.20,near_miss,N/A
1978.30,near_miss,N/A
1978.40,near_miss,N/A
1978.50,near_miss,N/A
1978.60,near_miss,N/A
1978.70,near_miss,N/A
1978.80,near_miss,N/A
1978.90,near_miss,N/A
1979.00,near_miss,N/A
1979.10,near_miss,N/A
1979.20,near_miss,N/A
1979.30,near_miss,N/A
2003.80,near_miss,N/A
2003.90,near_miss,N/A
2004.00,near_miss,N/A
2004.10,near_miss,N/A
2035.70,near_miss,N/A
2035.80,near_miss,N/A
2035.90,near_miss,N/A
2036.00,near_miss,N/A
2036.10,near_miss,N/A
2036.20,near_miss,N/A
2036.30,near_miss,N/A
2036.40,near_miss,N/A
2036.50,near_miss,N/A
2036.60,near_miss,N/A
2036.70,near_miss,N/A
2036.80,near_miss,N/A
2036.90,near_miss,N/A
2037.00,near_miss,N/A
2037.10,near_miss,N/A
2037.20,near_miss,N/A
2037.30,near_miss,N/A
2037.40,near_miss,N/A
2037.50,near_miss,N/A
2037.60,near_miss,N/A
2037.70,near_miss,N/A
2037.80,near_miss,N/A
2037.90,near_miss,N/A
2038.00,near_miss,N/A
2038.10,near_miss,N/A
2038.20,near_miss,N/A
2038.30,near_miss,N/A
2038.40,near_miss,N/A
2038.50,near_miss,N/A
2038.60,near_miss,N/A
2038.70,near_miss,N/A
2038.80,near_miss,N/A
2038.90,near_miss,N/A
2039.00,near_miss,N/A
2039.10,near_miss,N/A
2039.20,near_miss,N/A
2039.30,near_miss,N/A
2039.40,near_miss,N/A
2039.50,near_miss,N/A
2039.60,near_miss,N/A
2039.70,near_miss,N/A
2039.80,near_miss,N/A
2039.90,near_miss,N/A
2040.00,near_miss,N/A
2040.10,near_miss,N/A
2040.20,near_miss,N/A
2040.30,near_miss,N/A
2040.40,near_miss,N/A
2040.50,near_miss,N/A
2040.60,near_miss,N/A
2040.70,near_miss,N/A
2040.80,near_miss,N/A
2040.90,near_miss,N/A
2041.00,near_miss,N/A
2041.10,near_miss,N/A
2041.20,near_miss,N/A
2041.30,near_miss,N/A
2041.40,near_miss,N/A
2041.50,near_miss,N/A
2104.70,near_miss,N/A
2104.80,near_miss,N/A
2104.90,near_miss,N/A
2105.00,near_miss,N/A
2105.10,near_miss,N/A
2105.20,near_miss,N/A
2105.30,near_miss,N/A
2105.40,near_miss,N/A
2105.50,near_miss,N/A
2105.60,near_miss,N/A
2105.70,near_miss,N/A
2105.80,near_miss,N/A
2105.90,near_miss,N/A
2106.00,near_miss,N/A
2106.10,near_miss,N/A
2106.20,near_miss,N/A
2106.30,near_miss,N/A
2106.40,near_miss,N/A
2106.50,near_miss,N/A
2106.60,near_miss,N/A
2106.70,near_miss,N/A
2106.80,near_miss,N/A
2106.90,near_miss,N/A
2107.00,near_miss,N/A
2107.10,near_miss,N/A
2107.20,near_miss,N/A
2107.30,near_miss,N/A
2107.40,near_miss,N/A
2107.50,near_miss,N/A
2107.60,near_miss,N/A
2107.70,near_miss,N/A
2107.80,near_miss,N/A
2107.90,near_miss,N/A
2108.00,near_miss,N/A
2108.10,near_miss,N/A
2161.40,near_miss,N/A
2161.50,near_miss,N/A
2161.60,near_miss,N/A
2161.70,near_miss,N/A
2161.80,near_miss,N/A
2161.90,near_miss,N/A
2162.00,near_miss,N/A
2162.10,near_miss,N/A
2162.20,near_miss,N/A
2162.30,near_miss,N/A
2162.40,near_miss,N/A
2162.50,near_miss,N/A
2162.60,near_miss,N/A
2162.70,near_miss,N/A
2162.80,near_miss,N/A
2162.90,near_miss,N/A
2163.00,near_miss,N/A
2163.10,near_miss,N/A
2163.20,near_miss,N/A
2163.30,near_miss,N/A
2163.40,near_miss,N/A
2163.50,near_miss,N/A
2163.60,near_miss,N/A
2163.70,near_miss,N/A
2163.80,near_miss,N/A
2163.90,near_miss,N/A
2164.00,near_miss,N/A
2164.10,near_miss,N/A
2164.20,near_miss,N/A
2164.30,near_miss,N/A
2164.40,near_miss,N/A
2164.50,near_miss,N/A
2164.60,near_miss,N/A
2164.70,near_miss,N/A
2164.80,near_miss,N/A
2164.90,near_miss,N/A
2165.00,near_miss,N/A
2165.10,near_miss,N/A
2165.20,near_miss,N/A
2165.30,near_miss,N/A
2165.40,near_miss,N/A
2165.50,near_miss,N/A
2165.60,near_miss,N/A
2165.70,near_miss,N/A
2165.80,near_miss,N/A
2191.70,near_miss,N/A
2191.80,near_miss,N/A
2191.90,near_miss,N/A
2192.00,near_miss,N/A
2192.10,near_miss,N/A
2192.20,near_miss,N/A
2192.30,near_miss,N/A
2192.40,near_miss,N/A
2241.30,near_miss,N/A
2241.40,near_miss,N/A
2241.50,near_miss,N/A
2241.60,near_miss,N/A
2241.70,near_miss,N/A
